Date Time Hour Beginning,Original Res Forecast before Lockdown,Residual Forecast,RSA Contracted Forecast,Dispatchable Generation,Residual Demand,RSA Contracted Demand,International Exports,International Imports,Thermal Generation,Nuclear Generation,Eskom Gas Generation,Eskom OCGT Generation,Hydro Water Generation,Pumped Water Generation,ILS Usage,Manual Load_Reduction(MLR),IOS Excl ILS and MLR,Dispatchable IPP OCGT,Eskom Gas SCO,Eskom OCGT SCO,Hydro Water SCO,Pumped Water SCO Pumping,Wind,PV,CSP,Other RE,Total RE,Wind Installed Capacity,PV Installed Capacity,CSP Installed Capacity,Other RE Installed Capacity,Total RE Installed Capacity,Installed Eskom Capacity,Total PCLF,Total UCLF,Total OCLF,Total UCLF+OCLF,Non Comm Sentout,Drakensberg Gen Unit Hours,Palmiet Gen Unit Hours,Ingula Gen Unit Hours
2023-05-29 04:00:00 AM,,21585.144,23131.144,19865.999,21389.34,22825.815,1094.332,1394.234,18983.969,923.473,0.0,36.225,0.004,-3.422,0.0,1523.341,0.0,0.0,-2.152,-2.933,-0.002,-1463.396,1332.9,0.0,0.0,34.268,1367.168,3442.57,2287.09,500.0,50.58,6280.24,46686.0,3013.0,17503.05,430.0,17933,05,0.0,92.7,46.0,52.31
2023-05-29 05:00:00 AM,,24821.49,26424.49,22675.003,24642.407,26191.012,1242.284,1320.623,19346.169,923.53,0.0,656.285,0.004,570.043,0.0,1967.404,0.0,0.0,-2.15,-1.72,-0.002,-137.779,1444.645,0.0,0.0,33.839,1478.484,3442.57,2287.09,500.0,50.58,6280.24,46686.0,2407.0,17882.669,430.0,18312,669,0.0,94.2,47.6,53.39
2023-05-29 06:00:00 AM,,27676.915,29294.915,24282.228,27292.769,28880.068,1182.773,1377.24,19476.535,923.403,0.0,875.185,116.003,1530.532,0.0,3010.541,0.0,0.0,-2.142,-1.72,-0.003,-12.806,1481.271,1.54,0.0,33.763,1516.574,3442.57,2287.09,500.0,50.58,6280.24,46686.0,2407.0,17674.627,430.0,18104,627,0.0,93.9,47.2,52.93
2023-05-29 07:00:00 AM,,27413.467,29152.467,23937.209,26898.803,28838.411,1105.263,1390.364,19427.453,923.518,0.0,1055.555,461.275,699.932,0.0,2961.594,0.0,0.0,-2.151,-1.72,-0.002,-17.016,1770.84,54.223,0.0,34.66,1859.723,3442.57,2287.09,500.0,50.58,6280.24,46686.0,2407.0,17715.849,430.0,18145,849,0.0,91.5,45.6,51.11
2023-05-29 08:00:00 AM,,27435.335,29647.335,24518.489,27334.597,29367.657,1174.603,1402.261,19532.777,923.553,0.0,1067.265,89.705,1518.755,0.0,2816.108,0.0,0.0,-2.13,-1.72,-0.002,-11.975,1612.777,308.344,0.0,32.734,1953.855,3442.57,2287.09,500.0,50.58,6280.24,46686.0,2407.0,17634.117,492.833,18126,951,0.0,90.8,44.8,50.42
2023-05-29 09:00:00 AM,,27028.564,29694.564,24399.998,27238.159,29426.663,1199.805,1459.401,19408.843,923.49,0.0,1038.28,0.003,1581.049,0.0,2838.16,0.0,0.0,-2.131,-1.706,-0.002,-7.228,1520.21,554.549,0.0,34.53,2109.289,3442.57,2287.09,500.0,50.58,6280.24,46686.0,2407.0,17540.525,560.0,18100,525,0.0,88.6,42.5,49.07
2023-05-29 10:00:00 AM,,26605.955,29586.955,24281.002,27024.099,29337.259,1195.185,1466.056,19505.753,923.568,0.0,1037.24,0.003,1364.697,0.0,2743.097,0.0,0.0,-2.126,-1.693,-0.002,-12.493,1511.628,654.662,36.029,36.187,2238.506,3442.57,2287.09,500.0,50.58,6280.24,46686.0,2407.0,17274.119,560.0,17834,119,0.0,86.2,40.9,48.2
2023-05-29 11:00:00 AM,,26022.144,29193.144,23468.945,26321.926,28869.5,1214.376,1466.665,19279.258,923.52,0.0,1039.42,0.003,782.138,0.0,2852.981,0.0,0.0,-2.128,-1.706,-0.002,-18.223,1553.661,773.541,114.339,37.425,2478.966,3442.57,2287.09,500.0,50.58,6280.24,46686.0,2407.0,17792.075,560.0,18352,075,0.0,84.2,39.7,45.87
2023-05-29 12:00:00 PM,,25704.136,28944.136,23343.625,25852.172,28672.721,1184.723,1489.35,19115.921,923.67,0.0,1060.01,0.003,774.405,0.0,2508.547,0.0,0.0,-2.127,-1.693,-0.001,-15.914,1755.386,828.852,130.788,37.144,2752.17,3442.57,2287.09,500.0,50.58,6280.24,46686.0,2407.0,18010.637,560.0,18570,637,0.0,83.4,38.5,45.08
2023-05-29 01:00:00 PM,,25497.152,28745.152,22568.365,25134.732,28483.565,1159.135,1505.944,18584.971,923.368,0.0,1022.725,0.003,547.058,0.0,2566.367,0.0,0.0,-2.133,-1.706,-0.002,-11.863,2218.04,865.475,156.268,37.872,3277.655,3442.57,2287.09,500.0,50.58,6280.24,46686.0,2407.0,18470.747,560.0,19030,747,0.0,82.6,36.9,43.94
2023-05-29 02:00:00 PM,,25774.138,28883.138,22206.281,25277.459,28659.329,1178.265,1466.258,18646.858,923.478,0.0,1031.08,0.003,166.252,0.0,3071.178,0.0,0.0,-2.127,-1.706,-0.002,-23.813,2388.699,765.289,119.642,36.866,3310.496,3442.57,2287.09,500.0,50.58,6280.24,46686.0,2407.0,18523.687,560.0,19083,687,0.0,82.6,36.1,43.02
2023-05-29 03:00:00 PM,,26819.158,29695.158,22763.759,26067.007,29354.062,1161.47,1443.148,18778.545,923.293,0.0,993.315,0.003,647.667,0.0,3303.249,0.0,0.0,-2.131,-1.706,-0.001,-18.375,2387.22,694.242,99.138,36.667,3217.267,3442.57,2287.09,500.0,50.58,6280.24,46686.0,2407.0,18548.568,560.0,19108,568,0.0,82.2,35.7,42.96
2023-05-29 04:00:00 PM,,28391.491,31043.491,22556.41,27763.674,30729.953,1214.472,1415.483,18740.265,923.386,0.0,959.94,0.003,544.497,0.0,5207.264,0.0,0.0,-2.152,-1.706,-0.002,-23.304,2433.626,337.321,87.957,36.712,2895.616,3442.57,2287.09,500.0,50.58,6280.24,46686.0,2407.0,18655.397,477.5,19132,897,0.0,81.0,35.7,41.97
2023-05-29 05:00:00 PM,,30707.304,33023.304,23882.454,30259.101,32699.943,1290.143,1392.805,18981.592,923.614,0.0,1063.705,103.048,1325.812,0.0,6158.146,218.5,111.421,-2.145,-1.72,-0.003,-15.676,2263.626,35.373,44.018,26.2,2369.217,3442.57,2287.09,500.0,50.58,6280.24,46686.0,2407.0,18457.804,470.0,18927,804,0.0,80.6,34.1,41.56
2023-05-29 06:00:00 PM,,31847.196,34028.196,24793.165,31623.611,33778.397,1337.229,1387.19,18833.934,923.55,0.0,1027.08,598.21,1718.182,0.0,6423.946,406.5,311.913,-2.141,-1.72,0.0,-3.033,2061.068,0.103,11.844,12.861,2085.876,3442.57,2287.09,500.0,50.58,6280.24,46686.0,2407.0,18458.04,470.0,18928,04,0.0,78.6,33.7,40.04
2023-05-29 07:00:00 PM,,29938.925,32025.925,23740.931,29722.41,31830.199,1275.353,1355.256,18832.857,923.805,0.0,1021.065,99.793,1206.983,0.0,5696.979,284.5,316.398,-2.156,-1.733,-0.002,-11.335,2016.304,0.0,0.0,21.418,2037.722,3442.57,2287.09,500.0,50.58,6280.24,46686.0,2407.0,18360.872,470.0,18830,872,0.0,76.6,31.4,37.65
2023-05-29 08:00:00 PM,,28072.38,30061.38,23066.745,27949.987,29896.406,1129.751,1388.204,18972.424,924.142,0.0,1033.58,0.003,501.701,0.0,4883.243,0.0,316.715,-2.129,-1.72,-0.003,-66.173,1843.263,0.0,0.0,32.92,1876.183,3442.57,2287.09,500.0,50.58,6280.24,46686.0,2407.0,18346.437,470.0,18816,437,0.0,76.6,30.6,35.28
2023-05-29 09:00:00 PM,,25632.746,27475.746,21157.264,25361.829,27313.463,1079.208,1403.177,18845.679,923.981,0.0,1014.52,0.003,-9.613,0.0,4204.566,0.0,143.354,-2.131,-1.733,-0.003,-1159.97,1844.435,0.0,0.0,36.747,1881.182,3442.57,2287.09,500.0,50.58,6280.24,46686.0,2407.0,18377.332,470.0,18847,332,0.0,75.8,30.6,34.61
2023-05-29 10:00:00 PM,,23695.322,25215.322,19821.134,23239.871,25112.229,1076.078,1337.135,18835.713,924.11,0.0,708.19,0.003,-2.394,0.0,3418.737,0.0,0.0,-2.126,-1.72,-0.004,-1977.774,1766.898,0.0,0.0,35.056,1801.954,3442.57,2287.09,500.0,50.58,6280.24,46686.0,2407.0,18387.033,470.0,18857,033,0.0,76.6,31.4,35.89
2023-05-29 11:00:00 PM,,22062.394,23495.394,18563.469,21570.235,23369.201,1023.882,1322.511,18482.985,923.992,0.0,10.605,0.003,0.0,0.0,3006.766,0.0,0.0,-2.136,-3.333,-0.004,-2171.155,1692.385,0.0,0.0,35.48,1727.865,3442.57,2287.09,500.0,50.58,6280.24,46686.0,2407.0,18681.38,470.0,19151,38,0.0,78.6,32.9,37.71
2023-05-30 12:00:00 AM,,21234.274,22599.274,18487.868,21027.078,22638.868,1056.955,1343.797,18374.545,923.931,0.0,0.0,0.004,0.0,0.0,2539.21,0.0,0.0,-2.129,-3.333,-0.003,-2148.946,1507.167,0.0,0.0,33.711,1540.878,3442.57,2287.09,500.0,50.58,6280.24,46686.0,2407.0,18672.261,470.0,19142,261,0.0,80.2,34.1,40.15
2023-05-30 01:00:00 AM,,20860.96,22217.96,18767.647,20407.244,22066.766,972.094,1372.264,18627.953,924.182,0.0,0.0,0.004,0.0,0.0,1639.597,0.0,0.0,-2.123,-3.452,-0.003,-2151.177,1556.037,0.0,0.0,32.72,1588.757,3442.57,2287.09,500.0,50.58,6280.24,46686.0,2407.0,18571.794,470.0,19041,794,0.0,82.2,36.9,42.84
2023-05-30 02:00:00 AM,,20789.7,22076.7,18709.125,20295.5,21835.981,972.107,1360.287,18586.766,924.053,0.0,0.0,0.004,0.0,0.0,1586.376,0.0,0.0,-2.124,-3.466,-0.003,-2156.393,1439.755,0.0,0.0,31.484,1471.239,3442.57,2287.09,500.0,50.58,6280.24,46686.0,2407.0,18290.748,470.0,18760,748,0.0,83.8,38.5,44.96
2023-05-30 03:00:00 AM,,21310.778,22473.778,19172.632,20921.0,22119.364,973.945,1359.645,18650.998,924.308,0.0,34.095,0.003,-0.965,0.0,1748.368,0.0,0.0,-2.128,-2.933,-0.003,-1790.389,1097.515,0.0,0.0,31.622,1129.137,3442.57,2287.09,500.0,50.58,6280.24,46686.0,2407.0,18592.406,470.0,19062,406,0.0,85.8,40.3,47.37
2023-05-30 04:00:00 AM,,23160.898,24227.898,21187.513,22907.103,23995.704,1108.816,1401.491,18719.378,924.167,0.0,854.965,0.003,-4.841,0.0,1719.59,0.0,202.472,-2.121,-1.733,-0.003,-906.266,986.685,0.0,0.0,32.974,1019.659,3442.57,2287.09,500.0,50.58,6280.24,46686.0,2407.0,18584.161,470.0,19054,161,0.0,87.0,42.0,49.23
2023-05-30 05:00:00 AM,,26747.428,27740.428,23861.223,26357.232,27646.108,1268.256,1337.924,18964.321,924.458,0.0,1076.39,0.004,1210.274,0.0,2496.009,0.0,365.56,-2.122,-1.72,-0.002,-13.864,1186.175,0.0,0.0,33.808,1219.983,3442.57,2287.09,500.0,50.58,6280.24,46686.0,2407.0,18450.942,453.5,18904,442,0.0,88.2,43.3,49.88
2023-05-30 06:00:00 AM,,29183.263,30116.263,25289.029,28676.341,29866.449,1273.402,1368.728,19197.517,924.122,0.0,1368.12,108.004,1636.018,0.0,3387.312,0.0,698.281,-2.12,-1.72,-0.002,-7.919,1085.131,1.249,0.0,35.262,1121.642,3442.57,2287.09,500.0,50.58,6280.24,46686.0,2407.0,18446.368,360.0,18806,368,0.0,86.2,41.7,48.69
2023-05-30 07:00:00 AM,,28664.876,29699.876,25135.411,28374.314,29548.978,1078.751,1394.91,19231.73,924.281,0.0,1528.225,585.155,708.002,0.0,3238.903,0.0,787.797,-2.125,-1.72,-0.001,-20.842,1023.886,48.057,0.0,35.082,1107.025,3442.57,2287.09,500.0,50.58,6280.24,46686.0,2407.0,18264.192,360.0,18624,192,0.0,84.6,39.7,46.37
2023-05-30 08:00:00 AM,,28552.602,29921.602,25609.362,28403.424,29822.264,1102.691,1385.675,19168.252,924.133,0.0,1565.905,108.181,1673.379,0.0,2794.061,0.0,791.221,-2.144,-0.507,-0.002,-4.73,1040.682,286.768,0.0,34.642,1362.092,3442.57,2287.09,500.0,50.58,6280.24,46686.0,2407.0,18161.45,360.0,18521,45,0.0,83.4,38.9,45.58
2023-05-30 09:00:00 AM,,28046.311,29815.311,25336.962,28154.14,29576.92,1105.353,1466.936,19329.183,924.211,0.0,1689.67,3.757,1154.583,0.0,2817.179,0.0,785.043,-2.138,0.0,-0.002,-14.282,821.49,507.058,6.122,31.763,1366.433,3442.57,2287.09,500.0,50.58,6280.24,46686.0,2248.867,18304.755,360.0,18664,755,0.0,81.4,37.7,43.36
2023-05-30 10:00:00 AM,,27505.863,29508.863,25116.993,27709.74,29173.239,1144.67,1463.903,19154.331,923.996,0.0,1694.18,0.003,1114.795,0.0,2592.747,0.0,783.459,-2.123,0.0,-0.002,-15.551,660.653,636.233,79.599,33.092,1409.577,3442.57,2287.09,500.0,50.58,6280.24,46686.0,1814.0,18654.222,360.0,19014,222,0.0,80.6,35.5,41.8
2023-05-30 11:00:00 AM,,27031.136,29110.136,24655.831,27296.676,28762.02,1151.664,1453.916,19218.839,924.166,0.0,1692.48,0.003,609.406,0.0,2640.846,0.0,780.629,-2.125,0.0,-0.001,-21.483,668.217,647.186,99.782,35.118,1450.303,3442.57,2287.09,500.0,50.58,6280.24,46686.0,1814.0,18625.015,360.0,18985,015,0.0,79.8,33.7,40.33
2023-05-30 12:00:00 PM,,26635.357,28660.357,24761.006,27035.154,28679.67,1101.765,1471.281,19304.688,924.391,0.0,1792.6,0.003,517.814,0.0,2274.147,0.0,776.111,-2.11,0.0,-0.001,-23.771,720.516,795.279,76.473,41.194,1633.462,3442.57,2287.09,500.0,50.58,6280.24,46686.0,1814.0,18423.95,360.0,18783,95,0.0,79.0,32.9,39.68
2023-05-30 01:00:00 PM,,26399.163,28414.163,24667.264,26773.753,28675.871,1120.183,1474.621,19338.129,924.167,0.0,1715.81,0.003,470.117,0.0,2106.488,0.0,771.705,-2.108,0.0,-0.001,-25.177,849.577,918.873,74.03,42.116,1884.596,3442.57,2287.09,500.0,50.58,6280.24,46686.0,1814.0,18424.698,360.0,18784,698,0.0,78.2,32.9,38.85
2023-05-30 02:00:00 PM,,26754.565,28683.565,23791.537,26913.763,29069.452,1104.455,1487.119,19319.633,924.334,0.0,1392.725,0.003,53.158,0.0,3122.226,0.0,753.421,-2.102,0.0,-0.001,-136.754,1147.884,859.297,87.217,40.806,2135.204,3442.57,2287.09,500.0,50.58,6280.24,46686.0,1814.0,18453.1,360.0,18813,1,0.0,77.4,32.9,38.19
2023-05-30 03:00:00 PM,,27679.706,29384.706,24939.117,28200.785,29860.844,1140.328,1449.058,19674.809,924.269,0.0,1105.525,0.002,1023.876,0.0,3261.667,0.0,771.283,-2.109,0.0,-0.005,-7.592,782.487,695.712,121.107,39.857,1639.163,3442.57,2287.09,500.0,50.58,6280.24,46686.0,1814.0,18421.064,360.0,18781,064,0.0,77.4,32.9,38.43
2023-05-30 04:00:00 PM,,29227.833,30596.833,24473.344,29677.977,31062.172,1164.908,1377.757,20104.023,924.139,0.0,1163.6,0.004,151.391,0.0,5204.633,0.0,777.969,-2.103,0.0,-0.002,-23.434,834.157,368.878,120.483,39.442,1362.96,3442.57,2287.09,500.0,50.58,6280.24,46686.0,1814.0,18058.793,360.0,18418,793,0.0,76.2,32.1,37.23
2023-05-30 05:00:00 PM,,31826.195,32885.195,25803.51,32142.4,33123.185,1281.061,1365.861,20372.44,924.138,0.0,1201.075,64.042,1107.525,0.0,6338.89,0.0,780.208,-2.117,0.0,-0.002,-9.66,762.804,41.034,113.383,39.16,956.381,3442.57,2287.09,500.0,50.58,6280.24,46686.0,1814.0,17785.25,360.0,18145,25,0.0,75.8,32.1,36.92
2023-05-30 06:00:00 PM,,32726.191,33752.191,26280.228,33015.76,33815.841,1370.865,1367.412,20104.106,924.027,0.0,1136.095,542.18,1435.55,0.0,6721.133,14.4,784.035,-2.137,0.0,-0.001,-11.04,642.683,0.97,90.622,39.969,774.244,3442.57,2287.09,500.0,50.58,6280.24,46686.0,1814.0,17769.824,360.0,18129,824,0.0,74.6,31.0,35.89
2023-05-30 07:00:00 PM,,31314.848,32281.848,24667.833,31426.478,32108.281,1220.255,1311.909,20185.871,923.926,0.0,1129.95,148.807,213.847,0.0,6742.646,16.0,784.812,-2.189,0.0,-0.002,-29.098,532.326,0.0,82.32,40.561,655.207,3442.57,2287.09,500.0,50.58,6280.24,46686.0,1814.0,17815.421,360.0,18175,421,0.0,73.4,29.0,33.68
2023-05-30 08:00:00 PM,,29320.327,30246.327,23650.098,29435.365,30165.153,1109.501,1323.805,20126.796,923.938,0.0,1183.63,0.003,-9.86,0.0,5783.666,1.6,785.187,-2.152,0.0,-0.002,-681.246,580.62,0.0,80.688,40.649,701.957,3442.57,2287.09,500.0,50.58,6280.24,46686.0,1814.0,17790.588,360.0,18150,588,0.0,73.0,28.2,33.68
2023-05-30 09:00:00 PM,,26891.692,27743.692,22055.175,27002.068,27722.713,1024.942,1393.581,19959.349,923.752,0.0,986.695,0.003,-2.532,0.0,4946.893,0.0,762.673,-2.143,0.0,-0.002,-1966.2,595.173,0.0,55.632,41.488,692.293,3442.57,2287.09,500.0,50.58,6280.24,46686.0,1814.0,17895.753,360.0,18255,753,0.0,73.8,29.4,34.12
2023-05-30 10:00:00 PM,,24385.2,25090.2,21074.715,24270.075,24952.32,1055.263,1383.611,19964.463,924.228,0.0,495.02,0.004,0.0,0.0,3195.361,0.0,471.142,-2.133,-1.6,-0.002,-2160.018,613.392,0.0,0.0,41.475,654.867,3442.57,2287.09,500.0,50.58,6280.24,46686.0,1814.0,18002.129,360.0,18362,129,0.0,75.0,31.0,36.2
2023-05-30 11:00:00 PM,,22662.883,23394.883,20078.714,22607.08,23219.821,1041.038,1322.438,19738.927,924.043,0.0,165.325,0.004,0.0,0.0,2528.366,0.0,108.618,-2.144,-2.319,-0.002,-2176.176,546.338,0.0,0.0,40.616,586.954,3442.57,2287.09,500.0,50.58,6280.24,46686.0,1814.0,18121.67,360.0,18481,67,0.0,77.0,32.9,38.67
2023-05-31 12:00:00 AM,,22048.0,22693.0,19531.14,21869.278,22540.88,984.267,1383.384,19366.489,924.064,0.0,0.0,0.004,0.0,0.0,2338.138,0.0,0.271,-2.156,-3.293,-0.002,-2137.62,607.408,0.0,0.0,39.067,646.475,3442.57,2287.09,500.0,50.58,6280.24,46686.0,1814.0,18307.567,360.0,18667,567,0.0,78.6,34.9,40.98
2023-05-31 01:00:00 AM,,21493.0,22208.0,19392.144,21545.341,22321.186,995.913,1368.261,19166.493,924.046,0.0,0.0,0.004,-3.392,0.0,2153.197,0.0,0.0,-2.14,-3.306,-0.002,-2057.82,710.131,0.0,0.0,38.986,749.117,3442.57,2287.09,500.0,50.58,6280.24,46686.0,1814.0,18370.234,360.0,18730,234,0.0,80.2,36.1,43.42
2023-05-31 02:00:00 AM,,21384.0,22081.0,19721.94,21148.789,21958.622,1005.691,1388.657,19534.268,924.093,0.0,0.0,0.004,0.0,0.0,1426.849,0.0,0.0,-2.138,-3.439,-0.002,-2119.502,743.34,0.0,0.0,38.485,781.825,3442.57,2287.09,500.0,50.58,6280.24,46686.0,1814.0,18339.341,360.0,18699,341,0.0,81.8,38.1,45.75
2023-05-31 03:00:00 AM,,21710.0,22370.0,19820.998,21309.613,22078.578,993.7,1384.83,19681.799,924.021,0.0,0.0,0.004,0.0,0.0,1488.615,0.0,0.0,-2.148,-3.306,-0.002,-2164.199,699.713,0.0,0.0,39.206,738.919,3442.57,2287.09,500.0,50.58,6280.24,46686.0,1814.0,18198.583,360.0,18558,583,0.0,83.8,39.7,47.81
2023-05-31 04:00:00 AM,,23595.0,24212.0,21579.239,23206.06,24023.444,1116.129,1387.245,19911.496,923.824,0.0,148.315,0.004,-4.549,0.0,1626.822,0.0,170.561,-2.158,-1.693,-0.002,-953.803,747.34,0.0,0.0,39.123,786.463,3442.57,2287.09,500.0,50.58,6280.24,46686.0,1814.0,18134.433,360.0,18494,433,0.0,85.4,41.7,50.26
2023-05-31 05:00:00 AM,,26957.0,27563.0,24297.815,26614.371,27432.664,1308.43,1359.9,20269.811,923.98,0.0,453.06,0.004,824.226,0.0,2316.556,0.0,508.674,-2.176,-1.68,-0.002,-37.982,747.527,0.0,0.0,39.046,786.573,3442.57,2287.09,500.0,50.58,6280.24,46686.0,1838.5,17899.47,360.0,18259,47,0.0,86.6,42.0,51.27
2023-05-31 06:00:00 AM,,29314.0,29892.0,25869.561,28924.092,29657.856,1241.33,1348.683,20495.631,923.763,0.0,694.78,118.004,1578.349,0.0,3054.531,0.0,722.476,-2.175,-1.693,-0.002,-8.255,661.713,0.115,0.0,38.999,700.827,3442.57,2287.09,500.0,50.58,6280.24,46686.0,1961.0,17705.399,360.0,18065,399,0.0,86.2,40.9,50.15
2023-05-31 07:00:00 AM,,28912.0,29574.0,25781.948,28699.259,29352.274,1014.82,1283.936,20548.482,924.042,0.0,817.925,291.702,1134.152,0.0,2917.311,0.0,800.95,-2.173,-1.68,-0.003,-15.386,541.383,41.003,0.0,37.57,619.956,3442.57,2287.09,500.0,50.58,6280.24,46686.0,1961.0,17713.087,360.0,18073,087,0.0,84.6,38.5,47.92
2023-05-31 08:00:00 AM,,28990.0,29980.0,26644.3,29185.466,29940.024,1048.0,1301.237,20499.864,923.807,0.0,908.825,302.779,1917.937,0.0,2541.166,0.0,794.992,-2.166,-1.693,-0.001,-1.281,423.723,262.323,0.0,35.452,721.498,3442.57,2287.09,500.0,50.58,6280.24,46686.0,1961.0,17462.82,360.0,17822,82,0.0,83.8,36.9,46.15
2023-05-31 09:00:00 AM,,28489.0,29805.0,26135.232,28753.867,29707.823,1057.715,1375.192,20092.442,923.66,0.0,1034.26,92.972,1836.354,0.0,2618.635,0.0,784.179,-2.132,-1.693,-0.001,0.0,300.301,583.767,0.0,37.594,921.662,3442.57,2287.09,500.0,50.58,6280.24,46686.0,2277.667,17178.115,360.0,17538,115,0.0,81.8,34.9,43.77
2023-05-31 10:00:00 AM,,27805.0,29289.0,25796.894,28038.399,29247.043,1050.48,1390.736,19941.105,923.762,0.0,1062.49,0.71,1712.296,0.0,2241.506,0.0,775.012,-2.155,-1.693,-0.001,-5.367,255.634,892.242,0.0,40.445,1188.321,3442.57,2287.09,500.0,50.58,6280.24,46686.0,2436.0,17469.33,360.0,17829,33,0.0,79.4,32.5,41.27
2023-05-31 11:00:00 AM,,27194.0,28774.0,25672.324,27601.455,28822.858,1040.085,1376.751,20031.091,923.948,0.0,1093.515,0.003,1610.063,0.0,1929.131,0.0,645.996,-2.128,-1.68,-0.002,-5.234,262.321,917.623,0.0,41.459,1221.403,3442.57,2287.09,500.0,50.58,6280.24,46686.0,2436.0,17516.905,360.0,17876,905,0.0,77.8,29.7,39.15
2023-05-31 12:00:00 PM,,26885.0,28441.0,25426.03,27233.76,28563.814,1003.134,1405.838,20105.718,924.155,0.0,1076.45,0.003,1315.46,0.0,1807.73,0.0,613.291,-2.104,-1.666,-0.001,-11.115,293.452,971.019,24.439,41.144,1330.054,3442.57,2287.09,500.0,50.58,6280.24,46686.0,2436.0,17605.425,360.0,17965,425,0.0,76.6,28.2,36.68
2023-05-31 01:00:00 PM,,26562.0,28264.0,25198.644,26987.434,28406.157,1000.576,1390.993,20181.438,923.935,0.0,1057.55,0.003,1049.658,0.0,1788.79,0.0,614.881,-2.108,-1.68,-0.001,-16.027,312.844,996.574,68.841,40.464,1418.723,3442.57,2287.09,500.0,50.58,6280.24,46686.0,2436.0,17591.843,360.0,17951,843,0.0,75.4,27.0,34.85
2023-05-31 02:00:00 PM,,26801.0,28447.0,24523.973,26975.268,28430.202,1034.595,1388.443,20058.917,923.78,0.0,900.095,0.003,649.655,0.0,2451.295,0.0,615.444,-2.109,-1.68,-0.001,-8.575,326.218,974.724,114.51,39.482,1454.934,3442.57,2287.09,500.0,50.58,6280.24,46686.0,2436.0,17560.549,360.0,17920,549,0.0,74.6,25.0,33.31
2023-05-31 03:00:00 PM,,27815.0,29187.0,25189.107,27771.137,29122.663,1020.806,1394.225,20084.686,924.175,0.0,686.75,0.004,1492.175,0.0,2582.03,0.0,616.19,-2.116,-1.68,-0.001,-5.301,277.049,877.117,156.515,40.845,1351.526,3442.57,2287.09,500.0,50.58,6280.24,46686.0,2436.0,17637.571,360.0,17997,571,0.0,73.8,23.0,32.44
2023-05-31 04:00:00 PM,,29551.0,30531.0,24981.45,29687.991,30636.512,1053.951,1350.764,20315.695,923.988,0.0,649.9,0.004,1241.238,0.0,4706.54,0.0,514.805,-2.118,-1.68,-0.001,-11.145,214.463,520.014,175.521,38.523,948.521,3442.57,2287.09,500.0,50.58,6280.24,46686.0,2436.0,17464.422,360.0,17824,422,0.0,72.2,21.0,30.56
2023-05-31 05:00:00 PM,,31678.0,32402.0,25846.204,31886.796,32294.987,853.179,1306.067,20471.656,923.158,0.0,585.31,93.909,1996.981,283.1,5574.491,183.0,474.38,-2.125,-1.68,-0.004,-1.45,190.273,69.828,109.245,38.845,408.191,3442.57,2287.09,500.0,50.58,6280.24,46686.0,2355.15,17297.301,360.0,17657,301,0.0,70.6,19.0,29.36
2023-05-31 06:00:00 PM,,32557.0,33281.0,26239.484,32804.908,32992.86,990.448,1303.192,20381.649,924.327,0.0,549.875,580.272,2028.986,387.4,5857.524,320.5,476.998,-2.135,-1.68,0.0,-2.0,130.689,0.895,17.515,38.853,187.952,3442.57,2287.09,500.0,50.58,6280.24,46686.0,2289.0,17251.921,360.0,17611,921,0.0,68.6,16.7,26.8
2023-05-31 07:00:00 PM,,31225.0,31953.0,25413.757,31431.116,31593.934,1142.567,1270.581,19990.374,924.206,0.0,594.85,97.47,2037.716,223.5,5559.859,234.0,502.394,-2.139,-1.693,-0.002,0.0,123.441,0.0,0.763,38.614,162.818,3442.57,2287.09,500.0,50.58,6280.24,46686.0,2289.0,17623.087,360.0,17983,087,0.0,67.0,14.3,24.07
2023-05-31 08:00:00 PM,,29275.0,29927.0,25017.233,29676.234,29805.242,1059.123,1289.819,19954.953,923.554,0.0,803.795,0.004,1430.038,0.0,4659.0,0.0,627.486,-2.16,-1.706,-0.002,-8.547,90.237,0.0,0.0,38.771,129.008,3442.57,2287.09,500.0,50.58,6280.24,46686.0,2289.0,17663.34,360.0,18023,34,0.0,64.7,11.9,21.22
2023-05-31 09:00:00 PM,,26819.0,27451.0,23278.05,27191.762,27326.229,1011.793,1304.467,19731.538,923.404,0.0,813.175,0.004,148.27,0.0,3913.712,0.0,631.774,-2.171,-1.693,-0.002,-270.717,96.355,0.0,0.0,38.112,134.467,3442.57,2287.09,500.0,50.58,6280.24,46686.0,2289.0,17766.043,360.0,18126,043,0.0,62.8,10.3,19.75
2023-05-31 10:00:00 PM,,24449.0,24991.0,21704.952,24636.185,24811.895,1030.759,1332.935,19563.458,923.666,0.0,818.475,0.004,-2.339,0.0,2931.233,0.0,633.403,-2.15,-1.693,-0.002,-1560.804,137.101,0.0,0.0,38.609,175.71,3442.57,2287.09,500.0,50.58,6280.24,46686.0,2289.0,17859.481,360.0,18219,481,0.0,62.4,10.3,20.15
2023-05-31 11:00:00 PM,,22750.0,23337.0,20386.042,22862.006,23091.796,1000.595,1369.79,19423.635,923.549,0.0,429.89,0.004,0.0,0.0,2475.964,0.0,449.734,-2.154,-2.759,-0.002,-2205.645,191.521,0.0,0.0,38.269,229.79,3442.57,2287.09,500.0,50.58,6280.24,46686.0,2289.0,18124.486,360.0,18484,486,0.0,63.3,11.5,22.16
