date,eur_zar_rate,source,note,archive_sha256,archive_member
2023-12-29,20.347700,https://raw.githubusercontent.com/alexprengere/currencyconverter/master/currency_converter/eurofxref-hist.zip,"ECB EUR/ZAR reference rate, sourced from alexprengere/currencyconverter eurofxref-hist.zip (historical archive, not the spot eurofxref.csv referenced in plan).",766e6751e41af988c03c1d8907d2c9ff6306e1a7b23de908f5af4a203ac0868b,eurofxref-hist.csv
