scenario_set,sheet,Scenario,Power Station Name,Grouping,Carrier,Unit size (MW),Number units,Capacity (MW),Commissioning Date,Decommissioning Date,Heat Rate (GJ/MWh),CO2 Emissions (kgCO2/MWh),Fuel Price (R/GJ),Max Ramp Up (%/h),Max Ramp Down (%/h),Max Ramp Start Up (%/h),Max Ramp Shut Down (%/h),Min Stable Level (%),Min Up Time (h),Min Down Time (h),Variable O&M Cost (R/MWh),Fixed O&M Cost (R/kW/yr),Unit Start Up Cost (R),Start Up Cost (R),Shut Down Cost (R),GPS Latitude,GPS Longitude,Model Key,PV Mounting,PV DC-AC Ratio,Wind Hub Height,CSP Storage Hours,Round Trip Efficiency (%),Max Storage (GWh),Max Storage (hours),scenario,station_name,grouping,carrier,dispatch_committable,unit_size (MW),number_units,capacity (MW),commissioning_date,decommissioning_date,avg_heat_rate (GJ/MWh),marginal_heat_rate (GJ/MWh),no_load_heat_rate (GJ/h),co2_emissions_input (kgCO2/GJ),co2_emissions_output (kgCO2/MWh),fuel_price (R/GJ),max_ramp_up (%/h),max_ramp_down (%/h),max_ramp_start_up (%/h),max_ramp_shut_down (%/h),min_stable_level (%),min_up_time (h),min_down_time (h),variable_om_cost (R/MWh),fixed_om_cost (R/kW/yr),unit_start_cost (R),start_up_cost (R),shut_down_cost (R),gps_lat,gps_lon,comments,model_key,pv_mounting,pv_dc_ac_ratio,wind_hub_height,csp_storage_hours,round_trip_efficiency (%),storage_energy (GWh),storage_hours,commissioning_year,decommissioning_year,included_2023
ME IRP 2024,renewables,AMBITIONS,Vredendal,BW2,solar_pv,,,8.8,2014,2039,,,,,,,,,,,2176,0.0,,,,-31.634886,18.505356,Vredendal,Fixed Tilt,1.19,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014.0,2039.0,True
ME IRP 2024,renewables,AMBITIONS,Adams Solar PV 2,BW3,solar_pv,,,75.0,2017,2042,,,,,,,,,,,1165,0.0,,,,-27.378969,23.012989,Adams,Fixed Tilt,1.1,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0,2042.0,True
ME IRP 2024,renewables,AMBITIONS,Electra Capital (Pty) Ltd,BW3,solar_pv,,,75.0,2016,2041,,,,,,,,,,,1165,0.0,,,,-32.4148,18.7379,Electra_Capital,Fixed Tilt,1,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016.0,2041.0,True
ME IRP 2024,renewables,AMBITIONS,Mulilo Prieska PV,BW3,solar_pv,,,75.0,2016,2041,,,,,,,,,,,1165,0.0,,,,-30.0375,22.317222,Mulilo_Prieska2,Fixed Tilt,1.15,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016.0,2041.0,True
ME IRP 2024,renewables,AMBITIONS,Mulilo Sonnedix Prieska PV,BW3,solar_pv,,,75.0,2016,2041,,,,,,,,,,,1165,0.0,,,,-30.024444,22.362778,Mulilo_Prieska3,Single Axis,1.15,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016.0,2041.0,True
ME IRP 2024,renewables,AMBITIONS,Pulida Solar Park,BW3,solar_pv,,,75.0,2017,2042,,,,,,,,,,,1165,0.0,,,,-29.086944,24.903333,Pulida,Fixed Tilt,1.1,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0,2042.0,True
ME IRP 2024,renewables,AMBITIONS,Tom Burke Solar Park,BW3,solar_pv,,,60.0,2016,2041,,,,,,,,,,,1165,0.0,,,,-23.072778,27.989444,Tom_Burke,Fixed Tilt,1.1,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016.0,2041.0,True
ME IRP 2024,renewables,AMBITIONS,Aggeneys Solar,BW4,solar_pv,,,40.0,2020,2045,,,,,,,,,,,872,0.0,,,,-29.235794,18.897656,Aggeneys,Single Axis,1.15,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.0,2045.0,True
ME IRP 2024,renewables,AMBITIONS,Bokamoso,BW4,solar_pv,,,67.9,2020,2045,,,,,,,,,,,872,0.0,,,,-27.1583,26.4009,Bokamoso,Single Axis,1.15,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.0,2045.0,True
ME IRP 2024,renewables,AMBITIONS,De Wildt,BW4,solar_pv,,,50.0,2021,2046,,,,,,,,,,,872,0.0,,,,-25.6332,27.9307,De_Wildt,Single Axis,1.16,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021.0,2046.0,True
ME IRP 2024,renewables,AMBITIONS,Droogfontein Solar Power,BW4,solar_pv,,,75.0,2020,2045,,,,,,,,,,,872,0.0,,,,-28.5677,24.7023,Droogfontein2,Single Axis,1.15,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.0,2045.0,True
ME IRP 2024,renewables,AMBITIONS,Dyasons Klip 1,BW4,solar_pv,,,75.0,2020,2045,,,,,,,,,,,872,0.0,,,,-28.5493,21.1038,Dyasons_Klip1,Single Axis,1.15,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.0,2045.0,True
ME IRP 2024,renewables,AMBITIONS,Dyasons Klip 2,BW4,solar_pv,,,75.0,2020,2045,,,,,,,,,,,872,0.0,,,,-28.5707,21.0613,Dyasons_Klip2,Single Axis,1.15,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.0,2045.0,True
ME IRP 2024,renewables,AMBITIONS,Greefspan PV Power Plant2,BW4,solar_pv,,,55.0,2021,2046,,,,,,,,,,,872,0.0,,,,-29.3857,23.3172,Greefspan2,Single Axis,1.15,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021.0,2046.0,True
ME IRP 2024,renewables,AMBITIONS,Konkoonsies II Solar PV Facility,BW4,solar_pv,,,75.0,2020,2045,,,,,,,,,,,872,0.0,,,,-28.898811,19.557383,Konkoonsies2,Single Axis,1.15,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.0,2045.0,True
ME IRP 2024,renewables,AMBITIONS,Loeriesfontein Orange,BW4,solar_pv,,,75.0,2023,2048,,,,,,,,,,,872,0.0,,,,-30.91810861,19.44104346,Loeriesfontein,Single Axis,1.15,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023.0,2048.0,True
ME IRP 2024,renewables,AMBITIONS,Sirius Solar PV Project One,BW4,solar_pv,,,75.0,2020,2045,,,,,,,,,,,872,0.0,,,,-28.547361,21.09495,Sirius,Single Axis,1.15,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.0,2045.0,True
ME IRP 2024,renewables,AMBITIONS,Waterloo Solar Park,BW4,solar_pv,,,75.0,2020,2045,,,,,,,,,,,872,0.0,,,,-27.0322,24.7931,Waterloo,Single Axis,1.15,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.0,2045.0,True
ME IRP 2024,renewables,AMBITIONS,Zeerust,BW4,solar_pv,,,75.0,2021,2046,,,,,,,,,,,872,0.0,,,,-25.5748,26.0718,Zeerust,Single Axis,1.15,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021.0,2046.0,True
ME IRP 2024,renewables,AMBITIONS,Cookhouse Wind Farm,BW1,wind,,,135.0,2014,2034,,,,,,,,,,,1513,0.0,,,,-32.7333,25.9093,Cookhouse,-,-,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014.0,2034.0,True
ME IRP 2024,renewables,AMBITIONS,Dassieklip Wind Energy Facility,BW1,wind,,,26.19,2014,2034,,,,,,,,,,,1513,0.0,,,,-34.2275,19.383,Dassieklip,-,-,91.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014.0,2034.0,True
ME IRP 2024,renewables,AMBITIONS,Umoya Energy Wind Farm,BW1,wind,,,65.4,2014,2034,,,,,,,,,,,1513,0.0,,,,-33.0928,18.3989,Hopefield,-,-,99.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014.0,2034.0,True
ME IRP 2024,renewables,AMBITIONS,Jeffreys Bay Wind Farm,BW1,wind,,,133.86,2014,2034,,,,,,,,,,,1513,0.0,,,,-34.0107,24.8808,Jeffreysbay,-,-,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014.0,2034.0,True
ME IRP 2024,renewables,AMBITIONS,Kouga Wind Farm,BW1,wind,,,77.6,2014,2034,,,,,,,,,,,1513,0.0,,,,-34.14656,24.7004,Kouga,-,-,99.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014.0,2034.0,True
ME IRP 2024,renewables,AMBITIONS,Metrowind Van Stadens Wind Farm,BW1,wind,,,86.6,2014,2034,,,,,,,,,,,1513,0.0,,,,-33.96222,25.24444,Metrowind,-,-,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014.0,2034.0,True
ME IRP 2024,renewables,AMBITIONS,Nobelsfontein Phase 1,BW1,wind,,,72.75,2014,2034,,,,,,,,,,,1513,0.0,,,,-31.7508333333333,23.1733333333333,Noblesfontein,-,-,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014.0,2034.0,True
ME IRP 2024,renewables,AMBITIONS,Red Cap Gibson Bay,BW1,wind,,,110.0,2014,2034,,,,,,,,,,,1513,0.0,,,,-34.1286,24.4818,Gibson_bay,-,-,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014.0,2034.0,True
ME IRP 2024,renewables,AMBITIONS,Eskom Sere,BW1,wind,,,100.0,2014,2034,,,,,,,,,,,1513,0.0,,,,-31.4968568372347,18.0633761989106,Sere,-,-,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014.0,2034.0,True
ME IRP 2024,renewables,AMBITIONS,Amakhala Emoyeni,BW2,wind,,,137.9,2017,2037,,,,,,,,,,,1186,0.0,,,,-32.875797914561,25.9975301,Amakhala,-,-,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0,2037.0,True
ME IRP 2024,renewables,AMBITIONS,Aurora Wind Power,BW2,wind,,,90.8,2017,2037,,,,,,,,,,,1186,0.0,,,,-32.83425,17.9956111111111,Aurora,-,-,99.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0,2037.0,True
ME IRP 2024,renewables,AMBITIONS,Chaba Wind Farm,BW2,wind,,,20.6,2017,2037,,,,,,,,,,,1186,0.0,,,,-32.5901,27.9623,Chaba,-,-,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0,2037.0,True
ME IRP 2024,renewables,AMBITIONS,Gouda Wind Project,BW2,wind,,,135.2,2017,2037,,,,,,,,,,,1186,0.0,,,,-33.2564,19.0184,Gouda,-,-,91.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0,2037.0,True
ME IRP 2024,renewables,AMBITIONS,Grassridge Wind Farm,BW2,wind,,,59.8,2017,2037,,,,,,,,,,,1186,0.0,,,,-33.6551,25.5915,Grassridge,-,-,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0,2037.0,True
ME IRP 2024,renewables,AMBITIONS,Tsitsikamma Community Wind Farm,BW2,wind,,,94.8,2017,2037,,,,,,,,,,,1186,0.0,,,,-34.0735,24.5067,Tsitsikama,-,-,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0,2037.0,True
ME IRP 2024,renewables,AMBITIONS,Waainek Wind Farm,BW2,wind,,,23.4,2017,2037,,,,,,,,,,,1186,0.0,,,,-32.5901,26.4569,Waainek,-,-,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0,2037.0,True
ME IRP 2024,renewables,AMBITIONS,Dorper Wind Farm,BW3,wind,,,97.0,2018,2038,,,,,,,,,,,868,0.0,,,,-31.4809,26.4393,Dorper,-,-,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018.0,2038.0,True
ME IRP 2024,renewables,AMBITIONS,Khobab Wind Farm,BW3,wind,,,137.7,2018,2038,,,,,,,,,,,868,0.0,,,,-30.4344,19.5538,Khobab,-,-,91.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018.0,2038.0,True
ME IRP 2024,renewables,AMBITIONS,Loeriesfontein 2 Wind Farm,BW3,wind,,,138.2,2018,2038,,,,,,,,,,,868,0.0,,,,-30.38040403,19.58928465,Loeriesfontein2,-,-,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018.0,2038.0,True
ME IRP 2024,renewables,AMBITIONS,Longyuan Mulilo De Aar Maanhaarberg Wind Energy Facility,BW3,wind,,,139.0,2018,2038,,,,,,,,,,,868,0.0,,,,-30.7166666666666,23.9205555555555,Mulilo_de_aar1,-,-,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018.0,2038.0,True
ME IRP 2024,renewables,AMBITIONS,Longyuan Mulilo Green Energy De Aar 2 North Wind Energy Facility,BW3,wind,,,96.5,2018,2038,,,,,,,,,,,868,0.0,,,,-30.7349,23.8665,Mulilo_de_aar2,-,-,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018.0,2038.0,True
ME IRP 2024,renewables,AMBITIONS,Nojoli Wind Farm,BW3,wind,,,86.6,2018,2038,,,,,,,,,,,868,0.0,,,,-32.771,25.91566,Nojoli,-,-,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018.0,2038.0,True
ME IRP 2024,renewables,AMBITIONS,Noupoort Wind Farm,BW3,wind,,,79.1,2018,2038,,,,,,,,,,,868,0.0,,,,-31.1728143217172,25.0164487289082,Noupoort,-,-,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018.0,2038.0,True
ME IRP 2024,renewables,AMBITIONS,Copperton Windfarm,BW4,wind,,,102.0,2021,2041,,,,,,,,,,,687,0.0,,,,-29.9078,22.3391,Copperton,-,-,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021.0,2041.0,True
ME IRP 2024,renewables,AMBITIONS,Excelsior Wind Energy Facility,BW4,wind,,,31.9,2021,2041,,,,,,,,,,,687,0.0,,,,-34.2423,20.2307,Exelsior,-,-,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021.0,2041.0,True
ME IRP 2024,renewables,AMBITIONS,Garob Wind Farm,BW4,wind,,,135.9,2021,2041,,,,,,,,,,,687,0.0,,,,-29.959,22.4131,Garob,-,-,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021.0,2041.0,True
ME IRP 2024,renewables,AMBITIONS,Golden Valley Wind,BW4,wind,,,117.72,2021,2041,,,,,,,,,,,687,0.0,,,,-32.8875,25.9418,Golden_valley,-,-,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021.0,2041.0,True
ME IRP 2024,renewables,AMBITIONS,Kangnas Wind Farm,BW4,wind,,,136.7,2021,2041,,,,,,,,,,,687,0.0,,,,-29.6001,18.357,Kangnas,-,-,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021.0,2041.0,True
ME IRP 2024,renewables,AMBITIONS,The Karusa Wind Farm,BW4,wind,,,139.8,2021,2041,,,,,,,,,,,687,0.0,,,,-32.8858,20.6567,Karusa,-,-,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021.0,2041.0,True
ME IRP 2024,renewables,AMBITIONS,Nxuba Wind Farm,BW4,wind,,,138.9,2021,2041,,,,,,,,,,,687,0.0,,,,-32.73767,25.96684,Nxuba,-,-,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021.0,2041.0,True
ME IRP 2024,renewables,AMBITIONS,Oyster Bay Wind Farm,BW4,wind,,,140.0,2021,2041,,,,,,,,,,,687,0.0,,,,-34.11639,24.64889,Oyster_bay,-,-,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021.0,2041.0,True
ME IRP 2024,renewables,AMBITIONS,Perdekraal East Wind Farm,BW4,wind,,,107.76,2021,2041,,,,,,,,,,,687,0.0,,,,-33.0544444444444,20.1002777777777,Perdekraal_east,-,-,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021.0,2041.0,True
ME IRP 2024,renewables,AMBITIONS,Roggeveld Wind Farm,BW4,wind,,,140.0,2021,2041,,,,,,,,,,,687,0.0,,,,-32.9172333333333,20.5090888888888,Roggeveld,-,-,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021.0,2041.0,True
ME IRP 2024,renewables,AMBITIONS,Soetwater Wind Farm,BW4,wind,,,139.4,2021,2041,,,,,,,,,,,687,0.0,,,,-32.754,20.6396,Soetwater,-,-,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021.0,2041.0,True
ME IRP 2024,renewables,AMBITIONS,Kaxu Solar One,BW1,solar_csp,,,100.0,2015,2045,,,,,,,,,,,3554,0.0,,,,-28.8793,19.5929,Kaxu,-,-,-,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015.0,2045.0,True
ME IRP 2024,renewables,AMBITIONS,Khi Solar One,BW1,solar_csp,,,50.0,2015,2045,,,,,,,,,,,3554,0.0,,,,-28.5364,21.0782,Khi,-,-,-,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015.0,2045.0,True
ME IRP 2024,renewables,AMBITIONS,Bokpoort CSP project,BW2,solar_csp,,,50.0,2016,2046,,,,,,,,,,,3324,0.0,,,,-28.7333,21.9955,Bokpoort,-,-,-,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016.0,2046.0,True
ME IRP 2024,renewables,AMBITIONS,!XiNa Solar One,BW3,solar_csp,,,100.0,2017,2047,,,,,,,,,,,3114,0.0,,,,-28.8906,19.5918,!XiNa,-,-,-,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0,2047.0,True
ME IRP 2024,renewables,AMBITIONS,Karoshoek Solar One,BW3,solar_csp,,,100.0,2019,2049,,,,,,,,,,,3114,0.0,,,,-28.4819,21.5204,Karoshoek,-,-,-,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,2049.0,True
ME IRP 2024,renewables,AMBITIONS,Kathu Solar Park,BW3.5,solar_csp,,,100.0,2019,2049,,,,,,,,,,,2902,0.0,,,,-27.6095,23.0276,Kathu,-,-,-,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,2049.0,True
ME IRP 2024,renewables,AMBITIONS,Redstone Solar Thermal Power Plant,BW3.5,solar_csp,,,100.0,2024,beyond 2050,,,,,,,,,,,2902,0.0,,,,-28.3095221110232,23.1040633712854,Redstone,-,-,-,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024.0,2050.0,False
ME IRP 2024,renewables,AMBITIONS,Neusberg Hydro Electrical Project,IPP,hydro,,,10.0,2020,beyond 2050,,,,,,,,,,,1363,0.0,,,,-28.7526965922516,20.5335002983643,Neusberg,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.0,2050.0,True
ME IRP 2024,renewables,AMBITIONS,Stortemelk Hydro,IPP,hydro,,,4.22,2020,beyond 2050,,,,,,,,,,,1363,0.0,,,,-28.5141541489407,28.4101438223705,Stortemelk,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.0,2050.0,True
ME IRP 2024,renewables,AMBITIONS,Kruisvallei Hydro,IPP,hydro,,,3.8,2020,beyond 2050,,,,,,,,,,,1240,0.0,,,,-28.2425030696516,28.3076832839413,Kruisvallei,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.0,2050.0,True
ME IRP 2024,renewables,AMBITIONS,ColleyWobbles,IPP,hydro,,,65.0,2020,beyond 2050,,,,,,,,,,,300,0.0,,,,-32.05,28.58333,ColleyWobbles,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.0,2050.0,True
ME IRP 2024,renewables,AMBITIONS,CahoraBassa,CahoraBassa,hydro_import,,,1764.0,2020,beyond 2050,,,,,,,,,,,300,0.0,,,,-25.91988,28.27627,CahoraBassa,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.0,2050.0,True
ME IRP 2024,renewables,AMBITIONS,ENERGY Joburg Landfill Gas to Electircity Project,IPP,bioenergy,,,7.56,2020,2049,,,,,,,,,,,1109,0.0,,,,-26.1949542428945,28.0325284000202,Jhb_landfill,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.0,2049.0,True
ME IRP 2024,renewables,AMBITIONS,Mkuze,IPP,bioenergy,,,16.5,2030,beyond 2050,,,,,,,,,,,1500,0.0,,,,-27.618037149128,32.0345129341963,Mkuze,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2030.0,2050.0,False
ME IRP 2024,renewables,AMBITIONS,Ngodwana Energy,IPP,bioenergy,,,25.0,2020,beyond 2050,,,,,,,,,,,1500,0.0,,,,-25.4808983658985,30.9743048364687,Ngodwana,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.0,2050.0,True
ME IRP 2024,renewables,AMBITIONS,Mondi,IPP,bioenergy,,,120.0,2020,beyond 2050,,,,,,,,,,,500,0.0,,,,,,Mondi,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.0,2050.0,True
ME IRP 2024,renewables,AMBITIONS,Sappi,IPP,bioenergy,,,144.0,2020,beyond 2050,,,,,,,,,,,500,0.0,,,,-25.3447,30.394,Sappi,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.0,2050.0,True
ME IRP 2024,storage,BASE,Drakensberg,eskom,phs,250.0,4.0,1000.0,-,beyond 2050,,,,,,,,,,,0.0001,222.0,,,,-28.56283,29.08275,,,,,,0.737,21.7,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2050.0,False
ME IRP 2024,storage,BASE,Ingula,eskom,phs,331.0,4.0,1324.0,-,beyond 2050,,,,,,,,,,,0.0002,2796.0,,,,-28.165,29.3512,,,,,,0.78,27.4,20.694864048338367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2050.0,False
ME IRP 2024,storage,BASE,Palmiet,eskom,phs,200.0,2.0,400.0,-,beyond 2050,,,,,,,,,,,0.0003,222.0,,,,-34.19722,18.97361,,,,,,0.779,10.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2050.0,False
ME IRP 2024,storage,BASE,Steenbras,CoCT,phs,45.0,4.0,180.0,-,beyond 2050,,,,,,,,,,,0.0004,222.0,,,,-34.153,18.9,,,,,,0.72,2.7,15.000000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2050.0,False
ME IRP 2024,storage,BASE,Aggeneis,BW1,battery_4h,77.0,1.0,77.0,2025,2040,,,,,,,,,,,0.0,855.0,,,,-29.3,18.8,,,,,,0.89,0.308,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025.0,2040.0,False
ME IRP 2024,storage,BASE,Ferrum,BW1,battery_4h,103.0,1.0,103.0,2025,2040,,,,,,,,,,,0.0,855.0,,,,-27.73,23.06,,,,,,0.89,0.412,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025.0,2040.0,False
ME IRP 2024,storage,BASE,Mookodi,BW1,battery_4h,77.0,1.0,77.0,2025,2040,,,,,,,,,,,0.0,855.0,,,,-27.01,24.74,,,,,,0.89,0.308,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025.0,2040.0,False
ME IRP 2024,storage,BASE,Nieuwehoop,BW1,battery_4h,103.0,1.0,103.0,2025,2040,,,,,,,,,,,0.0,855.0,,,,-29.15,21.34,,,,,,0.89,0.412,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025.0,2040.0,False
ME IRP 2024,storage,BASE,Garona,BW1_not_awarded,battery_4h,153.0,1.0,153.0,2025,2040,,,,,,,,,,,0.0,855.0,,,,-28.74,21.99,,,,,,0.89,0.612,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025.0,2040.0,False
ME IRP 2024,storage,BASE,Mercury,BW2,battery_4h,76.0,1.0,76.0,2027,2042,,,,,,,,,,,0.0,855.0,,,,-26.99,26.67,,,,,,0.89,0.304,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2027.0,2042.0,False
ME IRP 2024,storage,BASE,Carnel,BW2,battery_4h,77.0,1.0,77.0,2027,2042,,,,,,,,,,,0.0,855.0,,,,-26.42,27.31,,,,,,0.89,0.308,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2027.0,2042.0,False
ME IRP 2024,storage,BASE,Hermes,BW2,battery_4h,77.0,1.0,77.0,2027,2042,,,,,,,,,,,0.0,855.0,,,,-26.9,26.78,,,,,,0.89,0.308,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2027.0,2042.0,False
ME IRP 2024,storage,BASE,Ngwedi,BW2,battery_4h,77.0,1.0,77.0,2027,2042,,,,,,,,,,,0.0,855.0,,,,-25.41,27.09,,,,,,0.89,0.308,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2027.0,2042.0,False
ME IRP 2024,storage,BASE,Midas,BW2,battery_4h,77.0,1.0,77.0,2027,2042,,,,,,,,,,,0.0,855.0,,,,-26.38,27.53,,,,,,0.89,0.308,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2027.0,2042.0,False
ME IRP 2024,storage,BASE,Marang,BW2,battery_4h,77.0,1.0,77.0,2027,2042,,,,,,,,,,,0.0,855.0,,,,-25.61,27.33,,,,,,0.89,0.308,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2027.0,2042.0,False
