level,source_decision,layer_path,layer_features,hash,decision_date
34,Stage 4b (pre-implementation-decisions.md Q2),/Users/nylan/Documents/BSE/Reliable-Electrification-Planning-SA-Vault/6-codebases/repos/pypsa-rsa/data/bundle/supply_regions/rsa_supply_regions.gpkg,34,eacd403aaf70ea1eba71f3545689e4b49a25a45ca9e561ba44654c452f68bf82,2026-05-11
