created_at,source_path,backup_path,source_sha256,backup_sha256,source_rows,backup_rows,reason,git_status_summary
2026-05-21 11:57:27,data/custom_powerplants.csv,data/za_audit/backups/custom_powerplants_pre_13m_20260521_115727.csv,605f217b5b193af8efc656ad2de6714c546abf41ea9d47fb7904ade6f17d582f,605f217b5b193af8efc656ad2de6714c546abf41ea9d47fb7904ade6f17d582f,135,135,"Module 13m before fleet-basis materialisation (calibrated_2023, sasol=False)",
