scenario_set,sheet,source_path,Scenario,bus0,bus1,voltage (kV),length (km),2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,scenario,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,LINE_START,LINE_END,DESIGN_VOL,LINE_STATU,BUILD_YEAR,CHECK,Length
TDP_DIGITISED,TDP_2023_32,data/bundle/transmission_grid/tdp_digitised/TDP_2023_32.shp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MERENSKY,FOSKOR,400.0,PLANNED,2024.0,,
TDP_DIGITISED,TDP_2023_32,data/bundle/transmission_grid/tdp_digitised/TDP_2023_32.shp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SILIMELA,MANOGENG,400.0,PLANNED,2024.0,,
TDP_DIGITISED,TDP_2023_32,data/bundle/transmission_grid/tdp_digitised/TDP_2023_32.shp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MANOGENG,SENAKANGWEDI,400.0,PLANNED,2040.0,,
TDP_DIGITISED,TDP_2023_32,data/bundle/transmission_grid/tdp_digitised/TDP_2023_32.shp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MANOGENG,SEKHUKHUNE,400.0,PLANNED,2032.0,,
TDP_DIGITISED,TDP_2023_32,data/bundle/transmission_grid/tdp_digitised/TDP_2023_32.shp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BORUTHO,SILIMELA,400.0,PLANNED,2029.0,,
TDP_DIGITISED,TDP_2023_32,data/bundle/transmission_grid/tdp_digitised/TDP_2023_32.shp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AURORA,JUNO,400.0,PLANNED,2031.0,,
TDP_DIGITISED,TDP_2023_32,data/bundle/transmission_grid/tdp_digitised/TDP_2023_32.shp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,THYSPUNT,GRASSRIDGE,400.0,PLANNED,2027.0,,
TDP_DIGITISED,TDP_2023_32,data/bundle/transmission_grid/tdp_digitised/TDP_2023_32.shp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,THYSPUNT,DEDISA,400.0,PLANNED,2027.0,,
TDP_DIGITISED,TDP_2023_32,data/bundle/transmission_grid/tdp_digitised/TDP_2023_32.shp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEDISA,POSEIDON SOUTH,400.0,PLANNED,2040.0,,
TDP_DIGITISED,TDP_2023_32,data/bundle/transmission_grid/tdp_digitised/TDP_2023_32.shp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAKHANDA,POSEIDON SOUTH,400.0,PLANNED,2040.0,,
TDP_DIGITISED,TDP_2023_32,data/bundle/transmission_grid/tdp_digitised/TDP_2023_32.shp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GAMMA,GRASSRIDGE,765.0,PLANNED,2031.0,OK,354948.0
TDP_DIGITISED,TDP_2023_32,data/bundle/transmission_grid/tdp_digitised/TDP_2023_32.shp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GAMMA,GRASSRIDGE,765.0,PLANNED,2029.0,OK,354674.8
TDP_DIGITISED,TDP_2023_32,data/bundle/transmission_grid/tdp_digitised/TDP_2023_32.shp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEPTUNE,PEMBROKE,400.0,PLANNED,2026.0,,
TDP_DIGITISED,TDP_2023_32,data/bundle/transmission_grid/tdp_digitised/TDP_2023_32.shp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BETA,HARVARD,400.0,PLANNED,2023.0,,
TDP_DIGITISED,TDP_2023_32,data/bundle/transmission_grid/tdp_digitised/TDP_2023_32.shp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SORATA,TUGELA,400.0,PLANNED,2030.0,,
TDP_DIGITISED,TDP_2023_32,data/bundle/transmission_grid/tdp_digitised/TDP_2023_32.shp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APOLLO,LEPINI,275.0,PLANNED,2024.0,,
TDP_DIGITISED,TDP_2023_32,data/bundle/transmission_grid/tdp_digitised/TDP_2023_32.shp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HECTOR,ISUNDU,400.0,PLANNED,2027.0,,
TDP_DIGITISED,TDP_2023_32,data/bundle/transmission_grid/tdp_digitised/TDP_2023_32.shp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AGGENEIS,PAULPOTS,275.0,PLANNED,2026.0,,
TDP_DIGITISED,TDP_2023_32,data/bundle/transmission_grid/tdp_digitised/TDP_2023_32.shp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SENAKANGWEDI,SEKHUKHUNE,275.0,PLANNED,2032.0,,
TDP_DIGITISED,TDP_2023_32,data/bundle/transmission_grid/tdp_digitised/TDP_2023_32.shp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FOSKOR,MERENSKY,275.0,PLANNED,2029.0,,
TDP_DIGITISED,TDP_2023_32,data/bundle/transmission_grid/tdp_digitised/TDP_2023_32.shp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KWAGGA,DIPHORORO,275.0,PLANNED,2027.0,,
TDP_DIGITISED,TDP_2023_32,data/bundle/transmission_grid/tdp_digitised/TDP_2023_32.shp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DIPHORORO,PELLY,275.0,PLANNED,2027.0,,
TDP_DIGITISED,TDP_2023_32,data/bundle/transmission_grid/tdp_digitised/TDP_2023_32.shp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BETA,HARVARD,400.0,PLANNED,2023.0,,
TDP_DIGITISED,TDP_2023_32,data/bundle/transmission_grid/tdp_digitised/TDP_2023_32.shp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISUNDU,MBEWU,400.0,PLANNED,2032.0,,
TDP_DIGITISED,TDP_2023_32,data/bundle/transmission_grid/tdp_digitised/TDP_2023_32.shp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISUNDU,MBEWU,400.0,PLANNED,2032.0,,
TDP_DIGITISED,TDP_2023_32,data/bundle/transmission_grid/tdp_digitised/TDP_2023_32.shp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MBEWU,INYANINGA,400.0,PLANNED,2028.0,,
TDP_DIGITISED,TDP_2023_32,data/bundle/transmission_grid/tdp_digitised/TDP_2023_32.shp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ARIADNE,INSUNDU,400.0,PLANNED,2027.0,,
TDP_DIGITISED,TDP_2023_32,data/bundle/transmission_grid/tdp_digitised/TDP_2023_32.shp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WITKOP,MEDUPI,400.0,PLANNED,2024.0,,
TDP_DIGITISED,TDP_2023_32,data/bundle/transmission_grid/tdp_digitised/TDP_2023_32.shp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WITKOP,SEKHUKHUNE,400.0,PLANNED,2032.0,,
TDP_DIGITISED,TDP_2023_32,data/bundle/transmission_grid/tdp_digitised/TDP_2023_32.shp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WITKOP,SENAKANGWEDI,400.0,PLANNED,2025.0,,
TDP_DIGITISED,TDP_2023_32,data/bundle/transmission_grid/tdp_digitised/TDP_2023_32.shp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SILIMELA,EMKHIWENI,400.0,PLANNED,2026.0,,
TDP_DIGITISED,TDP_2023_32,data/bundle/transmission_grid/tdp_digitised/TDP_2023_32.shp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAMDEN,SOL,400.0,PLANNED,2024.0,,
TDP_DIGITISED,TDP_2023_32,data/bundle/transmission_grid/tdp_digitised/TDP_2023_32.shp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLUTO,MAHIKENG,400.0,PLANNED,2032.0,,
TDP_DIGITISED,TDP_2023_32,data/bundle/transmission_grid/tdp_digitised/TDP_2023_32.shp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAHIKENG,MOOKODI,400.0,PLANNED,2036.0,,
TDP_DIGITISED,TDP_2023_32,data/bundle/transmission_grid/tdp_digitised/TDP_2023_32.shp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FERRUM,MOOKODI,400.0,PLANNED,2028.0,,
TDP_DIGITISED,TDP_2023_32,data/bundle/transmission_grid/tdp_digitised/TDP_2023_32.shp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AGGENEIS,GROEIPUNT,400.0,PLANNED,2029.0,,
TDP_DIGITISED,TDP_2023_32,data/bundle/transmission_grid/tdp_digitised/TDP_2023_32.shp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DROERIVIER,GOURIKWA,400.0,PLANNED,2035.0,,
TDP_DIGITISED,TDP_2023_32,data/bundle/transmission_grid/tdp_digitised/TDP_2023_32.shp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KOEBERG,ACACIA,400.0,PLANNED,2026.0,,
TDP_DIGITISED,TDP_2023_32,data/bundle/transmission_grid/tdp_digitised/TDP_2023_32.shp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GAMMA,PERSEUS,765.0,PLANNED,2031.0,OK,413683.9
TDP_DIGITISED,TDP_2023_32,data/bundle/transmission_grid/tdp_digitised/TDP_2023_32.shp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ARIES,JUNO,765.0,PLANNED,2032.0,OK,344408.3
TDP_DIGITISED,TDP_2023_32,data/bundle/transmission_grid/tdp_digitised/TDP_2023_32.shp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LETHABO,MAKALU,275.0,PLANNED,2023.0,,
TDP_DIGITISED,TDP_2023_32,data/bundle/transmission_grid/tdp_digitised/TDP_2023_32.shp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MEDUPI,NGWEDI,765.0,PLANNED,2024.0,OK,216298.9
TDP_DIGITISED,TDP_2023_32,data/bundle/transmission_grid/tdp_digitised/TDP_2023_32.shp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APOLLO,LEPINI,400.0,PLANNED,2027.0,,
TDP_DIGITISED,TDP_2023_32,data/bundle/transmission_grid/tdp_digitised/TDP_2023_32.shp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MATLA,JUPITER,400.0,PLANNED,2030.0,,
TDP_DIGITISED,TDP_2023_32,data/bundle/transmission_grid/tdp_digitised/TDP_2023_32.shp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LULAMISA,KUSILE,400.0,PLANNED,2023.0,,
TDP_DIGITISED,TDP_2023_32,data/bundle/transmission_grid/tdp_digitised/TDP_2023_32.shp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ARIES,UMTU,765.0,PLANNED,2032.0,OK,380328.6
TDP_DIGITISED,TDP_2023_32,data/bundle/transmission_grid/tdp_digitised/TDP_2023_32.shp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MERCURY,UMTU,765.0,PLANNED,2032.0,OK,414989.0
TDP_DIGITISED,TDP_2023_32,data/bundle/transmission_grid/tdp_digitised/TDP_2023_32.shp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MOOKODI,HERMES,400.0,PLANNED,,,
TDP_DIGITISED,TDP_2023_32,data/bundle/transmission_grid/tdp_digitised/TDP_2023_32.shp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NUWEVELD,LOXTON,400.0,PLANNED,,,
TDP_DIGITISED,TDP_2023_32,data/bundle/transmission_grid/tdp_digitised/TDP_2023_32.shp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NUWEVELD,LOXTON,400.0,PLANNED,,,
TDP_DIGITISED,TDP_2023_32,data/bundle/transmission_grid/tdp_digitised/TDP_2023_32.shp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DROERIVIER,NUWEVELD,400.0,PLANNED,,,
TDP_DIGITISED,TDP_2023_32,data/bundle/transmission_grid/tdp_digitised/TDP_2023_32.shp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NUWEVELD,GAMMA,400.0,PLANNED,,,
TDP_DIGITISED,TDP_2023_32,data/bundle/transmission_grid/tdp_digitised/TDP_2023_32.shp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NUWEVELD,GAMMA,400.0,PLANNED,,,
TDP_DIGITISED,TDP_2023_32,data/bundle/transmission_grid/tdp_digitised/TDP_2023_32.shp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LOXTON,SIYONEZA,400.0,PLANNED,,,
TDP_DIGITISED,TDP_2023_32,data/bundle/transmission_grid/tdp_digitised/TDP_2023_32.shp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LOXTON,SIYONEZA,400.0,PLANNED,,,
TDP_DIGITISED,TDP_2023_32,data/bundle/transmission_grid/tdp_digitised/TDP_2023_32.shp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIYONEZA,HYDRA,765.0,PLANNED,,OK,82570.4
TDP_DIGITISED,TDP_2023_32,data/bundle/transmission_grid/tdp_digitised/TDP_2023_32.shp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIYONEZA,HYDRA,765.0,PLANNED,,OK,90990.4
TDP_DIGITISED,TDP_2023_32,data/bundle/transmission_grid/tdp_digitised/TDP_2023_32.shp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZANOKHANYO,DELPHI,765.0,PLANNED,,OK,291645.0
TDP_DIGITISED,TDP_2023_32,data/bundle/transmission_grid/tdp_digitised/TDP_2023_32.shp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DELPHI,EROS,765.0,PLANNED,,OK,399213.6
TDP_DIGITISED,TDP_2023_32,data/bundle/transmission_grid/tdp_digitised/TDP_2023_32.shp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KAPPA,STERREKUS,765.0,PLANNED,2029.0,OK,214112.4
TDP_DIGITISED,TDP_2023_32,data/bundle/transmission_grid/tdp_digitised/TDP_2023_32.shp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GAMMA,KAPPA,765.0,PLANNED,2029.0,OK,377033.0
TDP_DIGITISED,TDP_2023_32,data/bundle/transmission_grid/tdp_digitised/TDP_2023_32.shp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MERCURY,UMTU,765.0,PLANNED,2032.0,OK,418725.3
TDP_DIGITISED,TDP_2023_32,data/bundle/transmission_grid/tdp_digitised/TDP_2023_32.shp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ARIES,JUNO,765.0,PLANNED,,OK,347215.3
TDP_DIGITISED,TDP_2023_32,data/bundle/transmission_grid/tdp_digitised/TDP_2023_32.shp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JUNO,STERREKUS,765.0,PLANNED,2032.0,OK,249813.0
TDP_DIGITISED,TDP_2023_32,data/bundle/transmission_grid/tdp_digitised/TDP_2023_32.shp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JUNO,STERREKUS,765.0,PLANNED,2032.0,OK,248554.5
